Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: paoletti1314 (distance: 21, speed: 1, health: 5)
Moved: garcia1316 (distance: 192, speed: 9, health: 3)
Moved: cris1317 (distance: 237, speed: 7, health: 5)
Moved: bing1318 (distance: 276, speed: 1, health: 5)
Moved: fee1320 (distance: 148, speed: 4, health: 1)
Moved: paoletti1323 (distance: 169, speed: 2, health: 1)
Moved: darden1324 (distance: 280, speed: 5, health: 5)
Moved: garcia1325 (distance: 275, speed: 6, health: 5)
Moved: cris1326 (distance: 271, speed: 4, health: 4)
Moved: bing1327 (distance: 210, speed: 7, health: 2)
Moved: will1328 (distance: 233, speed: 2, health: 1)
Moved: fee1329 (distance: 129, speed: 1, health: 2)
Moved: noah1330 (distance: 103, speed: 3, health: 1)
Moved: paoletti1332 (distance: 180, speed: 6, health: 3)
Moved: garcia1334 (distance: 265, speed: 4, health: 4)
Moved: fee1338 (distance: 172, speed: 7, health: 5)
Moved: noah1339 (distance: 231, speed: 1, health: 5)
Moved: potatobot1340 (distance: 80, speed: 1, health: 5)
Moved: paoletti1341 (distance: 269, speed: 10, health: 5)
Moved: darden1342 (distance: 90, speed: 2, health: 1)
Moved: cris1344 (distance: 230, speed: 1, health: 1)
Moved: bing1345 (distance: 146, speed: 7, health: 2)
Moved: noah1348 (distance: 245, speed: 8, health: 1)
Moved: paoletti1350 (distance: 152, speed: 5, health: 1)
Moved: darden1351 (distance: 242, speed: 6, health: 1)
Moved: cris1353 (distance: 149, speed: 2, health: 3)
Moved: bing1354 (distance: 213, speed: 5, health: 1)
Moved: will1355 (distance: 240, speed: 5, health: 2)
Moved: fee1356 (distance: 175, speed: 3, health: 1)
Moved: noah1357 (distance: 109, speed: 3, health: 5)
Moved: potatobot1358 (distance: 182, speed: 2, health: 3)
Moved: paoletti1359 (distance: 278, speed: 4, health: 5)
Moved: garcia1361 (distance: 73, speed: 1, health: 3)
Moved: cris1362 (distance: 154, speed: 1, health: 3)
Moved: will1364 (distance: 123, speed: 2, health: 5)
Moved: noah1366 (distance: 179, speed: 4, health: 3)
Moved: potatobot1367 (distance: 203, speed: 8, health: 3)
Moved: paoletti1368 (distance: 227, speed: 10, health: 3)
Moved: darden1369 (distance: 75, speed: 2, health: 2)
Moved: garcia1370 (distance: 123, speed: 3, health: 5)
Moved: cris1371 (distance: 75, speed: 1, health: 3)
Moved: fee1374 (distance: 210, speed: 9, health: 2)
Moved: paoletti1377 (distance: 241, speed: 1, health: 4)
Moved: cris1380 (distance: 273, speed: 5, health: 5)
Moved: will1382 (distance: 131, speed: 6, health: 5)
Moved: paoletti1386 (distance: 166, speed: 3, health: 1)
Moved: darden1387 (distance: 180, speed: 5, health: 4)
Moved: cris1389 (distance: 190, speed: 7, health: 5)
Moved: bing1390 (distance: 255, speed: 8, health: 3)
Moved: will1391 (distance: 244, speed: 7, health: 5)
Moved: noah1393 (distance: 204, speed: 6, health: 1)
Moved: potatobot1394 (distance: 144, speed: 7, health: 4)
Moved: paoletti1395 (distance: 200, speed: 5, health: 2)
Moved: darden1396 (distance: 171, speed: 9, health: 2)
Moved: cris1398 (distance: 285, speed: 8, health: 4)
Moved: bing1399 (distance: 114, speed: 1, health: 3)
Moved: will1400 (distance: 195, speed: 7, health: 2)
Moved: noah1402 (distance: 101, speed: 6, health: 3)
Moved: darden1405 (distance: 55, speed: 3, health: 3)
Moved: garcia1406 (distance: 247, speed: 9, health: 1)
Moved: cris1407 (distance: 35, speed: 2, health: 2)
Moved: bing1408 (distance: 248, speed: 8, health: 2)
Moved: will1409 (distance: 241, speed: 10, health: 5)
Moved: noah1411 (distance: 203, speed: 8, health: 1)
Moved: potatobot1412 (distance: 228, speed: 4, health: 3)
Moved: paoletti1413 (distance: 68, speed: 1, health: 5)
Moved: darden1414 (distance: 183, speed: 4, health: 3)
Moved: garcia1415 (distance: 259, speed: 7, health: 2)
Moved: cris1416 (distance: 131, speed: 3, health: 1)
Moved: bing1417 (distance: 134, speed: 2, health: 2)
Moved: will1418 (distance: 202, speed: 6, health: 2)
Moved: fee1419 (distance: 97, speed: 5, health: 1)
Moved: potatobot1421 (distance: 140, speed: 3, health: 1)
Moved: paoletti1422 (distance: 213, speed: 6, health: 1)
Moved: darden1423 (distance: 261, speed: 8, health: 1)
Moved: garcia1424 (distance: 76, speed: 5, health: 4)
Moved: cris1425 (distance: 116, speed: 1, health: 1)
Moved: bing1426 (distance: 145, speed: 7, health: 1)
Moved: will1427 (distance: 197, speed: 7, health: 1)
Moved: fee1428 (distance: 26, speed: 1, health: 4)
Moved: potatobot1430 (distance: 141, speed: 2, health: 4)
Moved: darden1432 (distance: 153, speed: 8, health: 3)
Moved: bing1435 (distance: 213, speed: 9, health: 5)
Moved: will1436 (distance: 59, speed: 3, health: 2)
Moved: fee1437 (distance: 223, speed: 1, health: 1)
Moved: noah1438 (distance: 284, speed: 9, health: 3)
Moved: potatobot1439 (distance: 207, speed: 7, health: 3)
Moved: darden1441 (distance: 101, speed: 6, health: 3)
Moved: cris1443 (distance: 49, speed: 3, health: 3)
Moved: will1445 (distance: 272, speed: 9, health: 3)
Moved: fee1446 (distance: 170, speed: 6, health: 2)
Moved: noah1447 (distance: 156, speed: 9, health: 3)
Moved: potatobot1448 (distance: 194, speed: 10, health: 4)
Moved: paoletti1449 (distance: 185, speed: 3, health: 4)
Moved: darden1450 (distance: 221, speed: 6, health: 1)
Moved: cris1452 (distance: 277, speed: 1, health: 1)
Moved: bing1453 (distance: 207, speed: 10, health: 2)
Moved: will1454 (distance: 178, speed: 9, health: 2)
Moved: fee1455 (distance: 178, speed: 3, health: 4)
Moved: paoletti1458 (distance: 194, speed: 10, health: 2)
Moved: garcia1460 (distance: 110, speed: 4, health: 3)
Moved: cris1461 (distance: 162, speed: 10, health: 3)
Moved: will1463 (distance: 202, speed: 4, health: 3)
Moved: fee1464 (distance: 256, speed: 10, health: 1)
Moved: noah1465 (distance: 75, speed: 2, health: 3)
Moved: potatobot1466 (distance: 114, speed: 2, health: 3)
Moved: paoletti1467 (distance: 287, speed: 4, health: 5)
Moved: darden1468 (distance: 142, speed: 7, health: 5)
Moved: fee1473 (distance: 295, speed: 2, health: 5)
Moved: garcia1478 (distance: 259, speed: 10, health: 5)
Moved: cris1479 (distance: 199, speed: 5, health: 4)
Moved: bing1480 (distance: 181, speed: 1, health: 1)
Moved: will1481 (distance: 93, speed: 5, health: 3)
Moved: fee1482 (distance: 207, speed: 8, health: 2)
Moved: potatobot1484 (distance: 93, speed: 4, health: 5)
Moved: paoletti1485 (distance: 168, speed: 10, health: 2)
Moved: darden1486 (distance: 258, speed: 8, health: 1)
Moved: garcia1487 (distance: 286, speed: 3, health: 2)
Moved: cris1488 (distance: 251, speed: 9, health: 5)
Moved: will1490 (distance: 227, speed: 2, health: 5)
Moved: fee1491 (distance: 252, speed: 5, health: 5)
Moved: potatobot1493 (distance: 280, speed: 4, health: 2)
Moved: paoletti1494 (distance: 235, speed: 8, health: 3)
Moved: darden1495 (distance: 216, speed: 4, health: 3)
Moved: garcia1496 (distance: 199, speed: 5, health: 5)
Moved: cris1497 (distance: 151, speed: 1, health: 5)
Moved: bing1498 (distance: 113, speed: 3, health: 4)
Moved: potatobot1502 (distance: 253, speed: 6, health: 4)
Moved: paoletti1503 (distance: 251, speed: 5, health: 5)
Moved: bing1507 (distance: 64, speed: 4, health: 5)
Moved: will1508 (distance: 297, speed: 3, health: 3)
Moved: fee1509 (distance: 179, speed: 4, health: 3)
Moved: noah1510 (distance: 156, speed: 3, health: 2)
Moved: paoletti1512 (distance: 238, speed: 2, health: 1)
Moved: cris1515 (distance: 205, speed: 2, health: 2)
Moved: bing1516 (distance: 121, speed: 5, health: 4)
Moved: will1517 (distance: 215, speed: 6, health: 4)
Moved: noah1519 (distance: 150, speed: 10, health: 5)
Moved: potatobot1520 (distance: 122, speed: 1, health: 2)
Moved: paoletti1521 (distance: 203, speed: 5, health: 3)
Moved: darden1522 (distance: 251, speed: 3, health: 4)
Moved: cris1524 (distance: 271, speed: 3, health: 5)
Moved: bing1525 (distance: 137, speed: 8, health: 3)
Moved: will1526 (distance: 38, speed: 2, health: 1)
Moved: noah1528 (distance: 189, speed: 10, health: 1)
Moved: potatobot1529 (distance: 269, speed: 8, health: 2)
Moved: paoletti1530 (distance: 50, speed: 3, health: 2)
Moved: bing1534 (distance: 130, speed: 4, health: 3)
Moved: noah1537 (distance: 229, speed: 3, health: 1)
Moved: potatobot1538 (distance: 151, speed: 10, health: 4)
Moved: paoletti1539 (distance: 185, speed: 8, health: 2)
Moved: darden1540 (distance: 263, speed: 2, health: 2)
Moved: bing1543 (distance: 198, speed: 7, health: 1)
Moved: will1544 (distance: 33, speed: 2, health: 5)
Moved: fee1545 (distance: 105, speed: 2, health: 4)
Moved: noah1546 (distance: 195, speed: 5, health: 5)
Moved: potatobot1547 (distance: 63, speed: 4, health: 4)
Moved: darden1549 (distance: 132, speed: 3, health: 3)
Moved: cris1551 (distance: 92, speed: 6, health: 5)
Moved: bing1552 (distance: 181, speed: 3, health: 1)
Moved: fee1554 (distance: 285, speed: 7, health: 5)
Moved: potatobot1556 (distance: 165, speed: 3, health: 2)
Moved: darden1558 (distance: 82, speed: 5, health: 1)
Moved: cris1560 (distance: 261, speed: 3, health: 1)
Moved: bing1561 (distance: 293, speed: 3, health: 4)
Moved: will1562 (distance: 166, speed: 10, health: 1)
Moved: fee1563 (distance: 90, speed: 5, health: 4)
Moved: noah1564 (distance: 261, speed: 10, health: 3)
Moved: potatobot1565 (distance: 236, speed: 7, health: 5)
Moved: darden1567 (distance: 267, speed: 4, health: 1)
Moved: garcia1568 (distance: 131, speed: 7, health: 2)
Moved: cris1569 (distance: 273, speed: 2, health: 1)
Moved: bing1570 (distance: 206, speed: 6, health: 2)
Moved: will1571 (distance: 291, speed: 9, health: 3)
Moved: noah1573 (distance: 262, speed: 10, health: 5)
Moved: potatobot1574 (distance: 251, speed: 8, health: 1)
Moved: darden1576 (distance: 168, speed: 4, health: 3)
Moved: garcia1577 (distance: 254, speed: 4, health: 4)
Moved: cris1578 (distance: 188, speed: 1, health: 1)
Moved: bing1579 (distance: 87, speed: 2, health: 1)
Moved: will1580 (distance: 63, speed: 1, health: 1)
Moved: fee1581 (distance: 189, speed: 2, health: 3)
Moved: noah1582 (distance: 285, speed: 9, health: 3)
Moved: potatobot1583 (distance: 239, speed: 7, health: 2)
Moved: darden1585 (distance: 159, speed: 6, health: 5)
Moved: garcia1586 (distance: 88, speed: 1, health: 1)
Moved: cris1587 (distance: 273, speed: 1, health: 1)
Moved: bing1588 (distance: 294, speed: 6, health: 5)
Moved: fee1590 (distance: 194, speed: 2, health: 3)
Moved: noah1591 (distance: 281, speed: 2, health: 3)
Moved: potatobot1592 (distance: 225, speed: 7, health: 1)
Moved: paoletti1593 (distance: 162, speed: 9, health: 2)
Moved: darden1594 (distance: 166, speed: 10, health: 3)
Moved: garcia1595 (distance: 110, speed: 5, health: 5)
Moved: bing1597 (distance: 159, speed: 6, health: 2)
Moved: will1598 (distance: 216, speed: 7, health: 2)
Destroyed: bing1255 (distance: 109, speed: 7, health: 0)
Destroyed: paoletti1296 (distance: 93, speed: 6, health: 0)
Destroyed: garcia1424 (distance: 76, speed: 5, health: 0)
Destroyed: potatobot1538 (distance: 151, speed: 10, health: 0)
Destroyed: potatobot1547 (distance: 63, speed: 4, health: 0)
Destroyed: cris1551 (distance: 92, speed: 6, health: 0)
Destroyed: noah1519 (distance: 150, speed: 10, health: 0)
Destroyed: darden1558 (distance: 82, speed: 5, health: 0)
Destroyed: will1562 (distance: 166, speed: 10, health: 0)
Destroyed: paoletti1485 (distance: 168, speed: 10, health: 0)
Destroyed: paoletti1530 (distance: 50, speed: 3, health: 0)
Destroyed: cris1443 (distance: 49, speed: 3, health: 0)
Destroyed: cris1461 (distance: 162, speed: 10, health: 0)
Destroyed: darden1441 (distance: 101, speed: 6, health: 0)
Destroyed: darden1594 (distance: 166, speed: 10, health: 0)
Destroyed: noah1402 (distance: 101, speed: 6, health: 0)
Destroyed: bing1507 (distance: 64, speed: 4, health: 0)
Destroyed: will1544 (distance: 33, speed: 2, health: 0)
Destroyed: noah196 (distance: 59, speed: 4, health: 0)
Destroyed: noah250 (distance: 42, speed: 3, health: 0)
Destroyed: noah286 (distance: 58, speed: 4, health: 0)
Destroyed: noah718 (distance: 127, speed: 8, health: 0)
Destroyed: noah745 (distance: 76, speed: 5, health: 0)
Destroyed: will770 (distance: 47, speed: 3, health: 0)
Destroyed: bing1030 (distance: 150, speed: 9, health: 0)
Destroyed: cris1407 (distance: 35, speed: 2, health: 0)
Destroyed: cris21 (distance: 85, speed: 6, health: 0)
Destroyed: cris57 (distance: 117, speed: 8, health: 0)
Destroyed: cris768 (distance: 154, speed: 10, health: 0)
Destroyed: darden847 (distance: 135, speed: 8, health: 0)
Destroyed: potatobot305 (distance: 42, speed: 3, health: 0)
Destroyed: potatobot44 (distance: 126, speed: 9, health: 0)
Destroyed: bing1525 (distance: 137, speed: 8, health: 0)
Destroyed: bing355 (distance: 113, speed: 8, health: 0)
Destroyed: bing517 (distance: 105, speed: 7, health: 0)
Destroyed: bing877 (distance: 144, speed: 9, health: 0)
Destroyed: cris1218 (distance: 142, speed: 8, health: 0)
Destroyed: cris984 (distance: 16, speed: 1, health: 0)
Destroyed: darden694 (distance: 94, speed: 6, health: 0)
Destroyed: darden937 (distance: 65, speed: 4, health: 0)
Destroyed: fee1176 (distance: 167, speed: 10, health: 0)
Destroyed: fee366 (distance: 148, speed: 10, health: 0)
Destroyed: noah1447 (distance: 156, speed: 9, health: 0)
Destroyed: darden28 (distance: 133, speed: 9, health: 0)
Destroyed: potatobot782 (distance: 94, speed: 6, health: 0)
Destroyed: bing112 (distance: 73, speed: 5, health: 0)
Destroyed: bing184 (distance: 44, speed: 3, health: 0)
Destroyed: cris1227 (distance: 156, speed: 9, health: 0)
Destroyed: cris1281 (distance: 54, speed: 3, health: 0)
Destroyed: garcia173 (distance: 78, speed: 5, health: 0)
Destroyed: garcia425 (distance: 64, speed: 4, health: 0)
Destroyed: noah1528 (distance: 189, speed: 10, health: 0)
Destroyed: paoletti63 (distance: 137, speed: 9, health: 0)
Destroyed: potatobot1304 (distance: 167, speed: 9, health: 0)
Destroyed: cris642 (distance: 168, speed: 10, health: 0)
Destroyed: fee798 (distance: 32, speed: 2, health: 0)
Destroyed: garcia1568 (distance: 131, speed: 7, health: 0)
Destroyed: garcia524 (distance: 65, speed: 4, health: 0)
Destroyed: noah52 (distance: 125, speed: 8, health: 0)
Destroyed: paoletti1593 (distance: 162, speed: 9, health: 0)
Destroyed: cris1173 (distance: 107, speed: 6, health: 0)
Destroyed: cris354 (distance: 108, speed: 7, health: 0)
Destroyed: darden1405 (distance: 55, speed: 3, health: 0)
Destroyed: fee393 (distance: 152, speed: 10, health: 0)
Destroyed: fee879 (distance: 35, speed: 2, health: 0)
Destroyed: will1481 (distance: 93, speed: 5, health: 0)
Destroyed: cris759 (distance: 149, speed: 9, health: 0)
Destroyed: fee1563 (distance: 90, speed: 5, health: 0)
Destroyed: fee177 (distance: 47, speed: 3, health: 0)
Destroyed: noah34 (distance: 153, speed: 10, health: 0)
Destroyed: potatobot1016 (distance: 52, speed: 3, health: 0)
Destroyed: potatobot926 (distance: 105, speed: 6, health: 0)
Destroyed: will1085 (distance: 85, speed: 5, health: 0)
Destroyed: potatobot53 (distance: 94, speed: 6, health: 0)
Destroyed: bing148 (distance: 66, speed: 4, health: 0)
Destroyed: bing526 (distance: 124, speed: 7, health: 0)
Destroyed: fee1419 (distance: 97, speed: 5, health: 0)
Destroyed: fee645 (distance: 69, speed: 4, health: 0)
Destroyed: noah358 (distance: 130, speed: 8, health: 0)
Destroyed: will1526 (distance: 38, speed: 2, health: 0)
Destroyed: bing1102 (distance: 108, speed: 6, health: 0)
Destroyed: darden1144 (distance: 185, speed: 10, health: 0)
Destroyed: darden1396 (distance: 171, speed: 9, health: 0)
Destroyed: noah466 (distance: 174, speed: 10, health: 0)
Destroyed: paoletti1458 (distance: 194, speed: 10, health: 0)
Destroyed: will1220 (distance: 136, speed: 7, health: 0)
Destroyed: will1436 (distance: 59, speed: 3, health: 0)
Destroyed: will1454 (distance: 178, speed: 9, health: 0)
Destroyed: darden1432 (distance: 153, speed: 8, health: 0)
Destroyed: fee708 (distance: 120, speed: 7, health: 0)
Destroyed: paoletti27 (distance: 101, speed: 6, health: 0)
Destroyed: paoletti675 (distance: 86, speed: 5, health: 0)
Destroyed: potatobot1151 (distance: 182, speed: 10, health: 0)
Destroyed: will482 (distance: 53, speed: 3, health: 0)
Destroyed: will563 (distance: 177, speed: 10, health: 0)
Destroyed: cris777 (distance: 121, speed: 7, health: 0)
Destroyed: fee240 (distance: 161, speed: 10, health: 0)
Destroyed: fee249 (distance: 83, speed: 5, health: 0)
Destroyed: paoletti1305 (distance: 38, speed: 2, health: 0)
Destroyed: potatobot1448 (distance: 194, speed: 10, health: 0)
Destroyed: potatobot980 (distance: 110, speed: 6, health: 0)
Destroyed: will158 (distance: 152, speed: 9, health: 0)
Destroyed: bing1021 (distance: 163, speed: 9, health: 0)
Destroyed: bing418 (distance: 88, speed: 5, health: 0)
Destroyed: darden127 (distance: 115, speed: 7, health: 0)
Destroyed: will122 (distance: 130, speed: 8, health: 0)
Destroyed: bing1426 (distance: 145, speed: 7, health: 0)
Destroyed: bing607 (distance: 54, speed: 3, health: 0)
Destroyed: bing769 (distance: 94, speed: 5, health: 0)
Destroyed: darden1117 (distance: 178, speed: 9, health: 0)
Destroyed: noah70 (distance: 53, speed: 3, health: 0)
Destroyed: will1112 (distance: 116, speed: 6, health: 0)
Destroyed: bing1345 (distance: 146, speed: 7, health: 0)
Destroyed: bing1453 (distance: 207, speed: 10, health: 0)
Destroyed: bing265 (distance: 158, speed: 9, health: 0)
Destroyed: fee834 (distance: 138, speed: 7, health: 0)
Destroyed: paoletti630 (distance: 182, speed: 10, health: 0)
Destroyed: bing1156 (distance: 99, speed: 5, health: 0)
Destroyed: darden1288 (distance: 82, speed: 4, health: 0)
Destroyed: fee1239 (distance: 124, speed: 6, health: 0)
Destroyed: fee96 (distance: 156, speed: 9, health: 0)
Destroyed: will968 (distance: 138, speed: 7, health: 0)
Destroyed: potatobot1394 (distance: 144, speed: 7, health: 0)
Destroyed: potatobot638 (distance: 132, speed: 7, health: 0)
Destroyed: potatobot872 (distance: 139, speed: 7, health: 0)
Destroyed: will428 (distance: 92, speed: 5, health: 0)
Destroyed: will725 (distance: 56, speed: 3, health: 0)
Destroyed: will914 (distance: 77, speed: 4, health: 0)
Destroyed: darden1468 (distance: 142, speed: 7, health: 0)
Destroyed: fee555 (distance: 167, speed: 9, health: 0)
Destroyed: garcia209 (distance: 176, speed: 10, health: 0)
Destroyed: noah529 (distance: 165, speed: 9, health: 0)
Destroyed: noah898 (distance: 198, speed: 10, health: 0)
Destroyed: bing571 (distance: 38, speed: 2, health: 0)
Destroyed: fee1050 (distance: 83, speed: 4, health: 0)
Destroyed: fee753 (distance: 136, speed: 7, health: 0)
Destroyed: garcia2 (distance: 109, speed: 6, health: 0)
Destroyed: noah169 (distance: 93, speed: 5, health: 0)
Destroyed: noah655 (distance: 156, speed: 8, health: 0)
Destroyed: noah754 (distance: 119, speed: 6, health: 0)
Destroyed: noah556 (distance: 171, speed: 9, health: 0)
Destroyed: noah925 (distance: 181, speed: 9, health: 0)
Destroyed: garcia1316 (distance: 192, speed: 9, health: 0)
Destroyed: garcia380 (distance: 166, speed: 9, health: 0)
Destroyed: paoletti1278 (distance: 190, speed: 9, health: 0)
Destroyed: potatobot170 (distance: 56, speed: 3, health: 0)
At the end of round 5, the median zombie lifetime is 1
Round: 6
Moved: paoletti0 (distance: 66, speed: 2, health: 2)
Moved: cris3 (distance: 110, speed: 4, health: 2)
Moved: bing4 (distance: 140, speed: 3, health: 4)
Moved: noah7 (distance: 128, speed: 1, health: 5)
Moved: potatobot8 (distance: 135, speed: 3, health: 2)
Moved: paoletti9 (distance: 205, speed: 3, health: 3)
Moved: darden10 (distance: 155, speed: 5, health: 5)
Moved: garcia11 (distance: 113, speed: 3, health: 1)
Moved: cris12 (distance: 224, speed: 7, health: 2)
Moved: bing13 (distance: 58, speed: 2, health: 1)
Moved: will14 (distance: 223, speed: 2, health: 3)
Moved: fee15 (distance: 205, speed: 4, health: 1)
Moved: potatobot17 (distance: 104, speed: 4, health: 5)
Moved: paoletti18 (distance: 161, speed: 2, health: 3)
Moved: darden19 (distance: 220, speed: 8, health: 4)
Moved: garcia20 (distance: 87, speed: 4, health: 5)
Moved: fee24 (distance: 196, speed: 10, health: 3)
Moved: noah25 (distance: 210, speed: 10, health: 5)
Moved: garcia29 (distance: 144, speed: 5, health: 5)
Moved: cris30 (distance: 203, speed: 4, health: 5)
Moved: bing31 (distance: 167, speed: 3, health: 3)
Moved: fee33 (distance: 193, speed: 9, health: 5)
Moved: paoletti36 (distance: 242, speed: 3, health: 3)
Moved: darden37 (distance: 255, speed: 9, health: 3)
Moved: garcia38 (distance: 144, speed: 5, health: 2)
Moved: bing40 (distance: 217, speed: 3, health: 4)
Moved: will41 (distance: 113, speed: 2, health: 3)
Moved: fee42 (distance: 263, speed: 5, health: 3)
Moved: noah43 (distance: 147, speed: 2, health: 4)
Moved: darden46 (distance: 116, speed: 6, health: 2)
Moved: garcia47 (distance: 122, speed: 6, health: 5)
Moved: bing49 (distance: 77, speed: 1, health: 5)
Moved: paoletti54 (distance: 100, speed: 1, health: 1)
Moved: darden55 (distance: 232, speed: 9, health: 1)
Moved: garcia56 (distance: 228, speed: 9, health: 4)
Moved: bing58 (distance: 161, speed: 2, health: 5)
Moved: fee60 (distance: 249, speed: 7, health: 3)
Moved: noah61 (distance: 184, speed: 8, health: 4)
Moved: potatobot62 (distance: 187, speed: 8, health: 3)
Moved: darden64 (distance: 183, speed: 3, health: 3)
Moved: garcia65 (distance: 142, speed: 6, health: 5)
Moved: cris66 (distance: 249, speed: 7, health: 3)
Moved: bing67 (distance: 144, speed: 2, health: 2)
Moved: will68 (distance: 266, speed: 3, health: 1)
Moved: fee69 (distance: 180, speed: 4, health: 1)
Moved: potatobot71 (distance: 121, speed: 1, health: 4)
Moved: cris75 (distance: 213, speed: 7, health: 2)
Moved: bing76 (distance: 95, speed: 3, health: 1)
Moved: noah79 (distance: 199, speed: 4, health: 2)
Moved: potatobot80 (distance: 197, speed: 3, health: 1)
Moved: paoletti81 (distance: 268, speed: 1, health: 3)
Moved: darden82 (distance: 262, speed: 6, health: 2)
Moved: garcia83 (distance: 206, speed: 8, health: 2)
Moved: fee87 (distance: 83, speed: 1, health: 4)
Moved: darden91 (distance: 142, speed: 2, health: 1)
Moved: bing94 (distance: 254, speed: 2, health: 1)
Moved: will95 (distance: 205, speed: 8, health: 5)
Moved: noah97 (distance: 91, speed: 1, health: 5)
Moved: paoletti99 (distance: 84, speed: 2, health: 4)
Moved: darden100 (distance: 210, speed: 10, health: 2)
Moved: cris102 (distance: 205, speed: 6, health: 2)
Moved: bing103 (distance: 207, speed: 6, health: 3)
Moved: will104 (distance: 101, speed: 4, health: 1)
Moved: noah106 (distance: 73, speed: 1, health: 3)
Moved: potatobot107 (distance: 249, speed: 9, health: 5)
Moved: paoletti108 (distance: 112, speed: 4, health: 5)
Moved: will113 (distance: 96, speed: 5, health: 3)
Moved: fee114 (distance: 183, speed: 1, health: 2)
Moved: potatobot116 (distance: 129, speed: 5, health: 3)
Moved: darden118 (distance: 239, speed: 4, health: 1)
Moved: garcia119 (distance: 233, speed: 10, health: 4)
Moved: cris120 (distance: 265, speed: 1, health: 5)
Moved: fee123 (distance: 124, speed: 6, health: 3)
Moved: potatobot125 (distance: 177, speed: 6, health: 4)
Moved: paoletti126 (distance: 115, speed: 6, health: 5)
Moved: garcia128 (distance: 57, speed: 2, health: 4)
Moved: bing130 (distance: 234, speed: 2, health: 1)
Moved: fee132 (distance: 44, speed: 1, health: 2)
Moved: paoletti135 (distance: 165, speed: 3, health: 2)
Moved: will140 (distance: 74, speed: 3, health: 4)
Moved: fee141 (distance: 139, speed: 1, health: 3)
Moved: darden145 (distance: 285, speed: 1, health: 5)
Moved: garcia146 (distance: 161, speed: 2, health: 5)
Moved: will149 (distance: 244, speed: 3, health: 5)
Moved: paoletti153 (distance: 122, speed: 5, health: 3)
Moved: garcia155 (distance: 77, speed: 1, health: 5)
Moved: cris156 (distance: 269, speed: 2, health: 5)
Moved: bing157 (distance: 227, speed: 6, health: 5)
Moved: fee159 (distance: 50, speed: 2, health: 5)
Moved: potatobot161 (distance: 257, speed: 5, health: 4)
Moved: darden163 (distance: 177, speed: 3, health: 3)
Moved: garcia164 (distance: 90, speed: 2, health: 5)
Moved: cris165 (distance: 250, speed: 3, health: 2)
Moved: bing166 (distance: 211, speed: 2, health: 4)
Moved: will167 (distance: 90, speed: 5, health: 1)
Moved: fee168 (distance: 139, speed: 5, health: 5)
Moved: darden172 (distance: 148, speed: 7, health: 5)
Moved: cris174 (distance: 159, speed: 5, health: 1)
Moved: bing175 (distance: 278, speed: 3, health: 2)
Moved: will176 (distance: 246, speed: 8, health: 2)
Moved: potatobot179 (distance: 190, speed: 8, health: 5)
Moved: paoletti180 (distance: 244, speed: 4, health: 1)
Moved: will185 (distance: 230, speed: 1, health: 4)
Moved: fee186 (distance: 145, speed: 3, health: 2)
Moved: noah187 (distance: 218, speed: 6, health: 5)
Moved: potatobot188 (distance: 111, speed: 4, health: 2)
Moved: darden190 (distance: 158, speed: 1, health: 5)
Moved: garcia191 (distance: 229, speed: 4, health: 3)
Moved: cris192 (distance: 150, speed: 5, health: 1)
Moved: will194 (distance: 41, speed: 1, health: 2)
Moved: fee195 (distance: 191, speed: 10, health: 1)
Moved: potatobot197 (distance: 262, speed: 1, health: 5)
Moved: paoletti198 (distance: 252, speed: 7, health: 2)
Moved: will203 (distance: 150, speed: 2, health: 1)
Moved: paoletti207 (distance: 171, speed: 8, health: 5)
Moved: darden208 (distance: 221, speed: 9, health: 2)
Moved: cris210 (distance: 153, speed: 8, health: 1)
Moved: bing211 (distance: 156, speed: 4, health: 3)
Moved: will212 (distance: 184, speed: 2, health: 3)
Moved: fee213 (distance: 268, speed: 6, health: 5)
Moved: noah214 (distance: 140, speed: 5, health: 5)
Moved: potatobot215 (distance: 196, speed: 8, health: 5)
Moved: paoletti216 (distance: 213, speed: 3, health: 3)
Moved: darden217 (distance: 92, speed: 2, health: 1)
Moved: garcia218 (distance: 147, speed: 3, health: 3)
Moved: noah223 (distance: 214, speed: 6, health: 5)
Moved: potatobot224 (distance: 212, speed: 1, health: 5)
Moved: paoletti225 (distance: 203, speed: 10, health: 5)
Moved: garcia227 (distance: 189, speed: 7, health: 1)
Moved: bing229 (distance: 169, speed: 8, health: 5)
Moved: will230 (distance: 203, speed: 9, health: 1)
Moved: noah232 (distance: 173, speed: 4, health: 5)
Moved: darden235 (distance: 206, speed: 8, health: 4)
Moved: darden244 (distance: 100, speed: 3, health: 2)
Moved: garcia245 (distance: 189, speed: 10, health: 2)
Moved: cris246 (distance: 260, speed: 6, health: 5)
Moved: bing247 (distance: 95, speed: 5, health: 1)
Moved: potatobot251 (distance: 128, speed: 1, health: 5)
Moved: darden253 (distance: 221, speed: 3, health: 5)
Moved: garcia254 (distance: 164, speed: 5, health: 3)
Moved: cris255 (distance: 219, speed: 7, health: 2)
Moved: bing256 (distance: 211, speed: 2, health: 4)
Moved: will257 (distance: 279, speed: 4, health: 1)
Moved: fee258 (distance: 156, speed: 9, health: 4)
Moved: noah259 (distance: 199, speed: 10, health: 1)
Moved: potatobot260 (distance: 232, speed: 8, health: 2)
